Gene	avg_logFC	p_val_adj	AUC_score	RNA_Cluster
TTI2	0.834874731313421	7.06661057984326e-19	0.727008357343546	Memory B
ITGB1	0.851219040496029	1.92119539471744e-14	0.682944397716495	Memory B
KLF6	0.73748514608735	3.31116082762871e-14	0.704235938366828	Memory B
AHNAK	0.721445860905765	9.77344080663264e-12	0.663514021367598	Memory B
CRIP1	0.821071723385414	2.34653885141159e-10	0.666261028293277	Memory B
JUN	0.883593394288988	4.06691987879784e-09	0.670748402798905	Memory B
MARCKS	0.717584841980779	1.056892454796e-08	0.652159129547773	Memory B
FOSB	1.13601142489254	4.43716916147312e-06	0.644235759408722	Memory B
SLAMF7	0.820518768377664	0.000302060416447081	0.597389001234811	Memory B
EGR1	0.792927467813422	0.00522885243151645	0.614092503444944	Memory B
SMIM3	1.67148718946927	6.86366914483916e-86	0.859732636589774	Pro-B
ERG	1.38833134226723	6.56928392533554e-85	0.792954419370425	Pro-B
C10orf10	2.29091879479546	1.02521334546811e-80	0.842733853504894	Pro-B
DNTT	2.8076372664957	1.70215525151424e-71	0.890475402208343	Pro-B
ARPP21	1.9554350767265	3.5389448163144e-66	0.857600798153152	Pro-B
LCN6	1.08684607870751	5.08685745155137e-65	0.716239553320568	Pro-B
SOCS2	1.28117612279078	3.22247259927109e-64	0.770810590740708	Pro-B
VPREB1	2.15705150064561	3.10388820478514e-63	0.87505816138442	Pro-B
AKAP12	1.52943185374579	8.91344458181809e-61	0.822359473147336	Pro-B
CD34	1.13680178130611	8.61081706297979e-57	0.716360350042055	Pro-B
CD99	1.92842069346924	1.04444713678638e-56	0.874031389251776	Pro-B
EGFL7	0.871405935952367	5.05575196203478e-55	0.713635712879615	Pro-B
RPS4Y2	1.63337918357937	1.49707307961269e-52	0.712593281912704	Pro-B
GBP4	1.19939849961481	4.82432169444649e-52	0.777022673992019	Pro-B
VPREB3	1.39146775121425	6.33943085893254e-52	0.868792390701337	Pro-B
ELK3	1.41044123363497	1.18108110085726e-51	0.814196746541635	Pro-B
ENG	1.00575987845189	2.93178376478869e-51	0.727422197963457	Pro-B
RAG1	1.26633316272746	4.14060104132669e-50	0.754375525689436	Pro-B
HPS4	1.40408149346061	1.0631658708146e-48	0.82296121977845	Pro-B
HMHB1	1.33083716659886	3.43744898776926e-48	0.70591367060971	Pro-B
CD9	1.83456958219332	4.48889518982532e-48	0.835181821435602	Pro-B
SCHIP1	0.915345064067528	3.53096542528204e-47	0.648186259596628	Pro-B
LAPTM5	0.8616485335411	8.62888889241491e-47	0.851024087761055	Pro-B
MME	1.20741162228072	3.38303460133904e-44	0.796016839957766	Pro-B
IGLL1	1.91238235954492	1.37395760703348e-43	0.824880545464307	Pro-B
GNG11	1.34312252708911	5.43459937783528e-42	0.748548202365826	Pro-B
MPP1	1.14204546199129	5.43665494994992e-42	0.772624778539344	Pro-B
MYLK	0.878448479540174	3.12192204765961e-41	0.705461801392294	Pro-B
TSPAN14	1.2203417099805	1.94056456717613e-39	0.785966105334741	Pro-B
MT1X	0.91305162583446	2.47135471302615e-39	0.719286315073641	Pro-B
TOP2B	1.33759989041974	1.11574787582638e-37	0.808635623400562	Pro-B
SH2D4B	0.748678119740856	4.66807389093023e-35	0.626152042806779	Pro-B
SSBP2	1.00578683823228	3.15565031312482e-33	0.781617423361191	Pro-B
SOX4	1.06437925335821	2.31496359614833e-32	0.789639220458491	Pro-B
GMFG	0.919632191591925	4.035861122621e-32	0.792225165088853	Pro-B
FHIT	0.981800340501732	4.19829157900017e-32	0.723048909250344	Pro-B
SMAD1	0.983854120118583	4.99454414159867e-32	0.696200719411586	Pro-B
HHIP	0.907539118780657	2.42781493371405e-30	0.652027147944666	Pro-B
FAM26F	1.1331785515377	6.01829792002527e-30	0.773582204405949	Pro-B
ADA	1.0240340540582	1.97441164856908e-29	0.698864958213282	Pro-B
C5orf56	1.19469747431731	4.54203682142097e-29	0.750360153188139	Pro-B
MLXIP	0.948552642515354	9.2738557591331e-29	0.768307414234328	Pro-B
COL5A1	0.929127372147277	1.00067636655239e-28	0.654917321355071	Pro-B
MDM2	0.871091553998289	6.64633993464622e-28	0.744689418207198	Pro-B
PTPRE	1.18281264516605	1.84109283631537e-26	0.754903452101863	Pro-B
MYB	0.961160367870084	2.81913898780596e-25	0.715027112153045	Pro-B
SH3BGRL3	0.735610690689998	1.49810602813829e-23	0.754894504196568	Pro-B
IFITM3	1.16506023744302	4.68558007025102e-23	0.722641779559405	Pro-B
GLRX	1.0905882364951	1.80242716309671e-22	0.74042350435763	Pro-B
ST3GAL6	0.825466138568192	4.47815132933985e-22	0.63415147014084	Pro-B
NPY	0.956800382950387	1.67302050753053e-21	0.645510835913313	Pro-B
CMTM8	0.806009882294845	1.37589804995484e-20	0.696632455842087	Pro-B
VDAC1	0.86228681128924	4.08026150378095e-20	0.722440451690259	Pro-B
ID3	1.07987331414408	2.18430915219773e-19	0.670247320102364	Pro-B
MTF2	0.898003073506169	4.19043234622644e-19	0.720024517260509	Pro-B
AIF1	0.709155341960986	1.54687654916315e-18	0.6507543084164	Pro-B
TKT	0.831234221739174	2.23489730668376e-18	0.696368492635874	Pro-B
COMT	0.789997534324313	2.20123168817611e-17	0.68343653250774	Pro-B
P4HA2	0.857325277585833	3.42898409011874e-17	0.642969630809427	Pro-B
ZMIZ1	0.70031348812998	4.5569059858527e-17	0.65216360350042	Pro-B
GUCY1A3	0.723075756285615	1.03720421851543e-16	0.606169133305893	Pro-B
PPP1R14B	0.736636550853145	1.06374564361465e-16	0.657017842123159	Pro-B
CMTM7	0.924859689292781	1.99482187613158e-16	0.702882567690904	Pro-B
NAV1	0.829141960521571	1.47691341299157e-15	0.65396213246479	Pro-B
CCDC81	0.741244795801927	3.50207832477977e-15	0.601505037670681	Pro-B
TLE4	0.880069096774566	3.4528087461533e-14	0.6961738756957	Pro-B
TP53INP1	0.722646435415834	8.04260325347207e-14	0.683058483509011	Pro-B
RIMKLB	0.731093512230017	8.18602619463003e-14	0.669535961631382	Pro-B
GALNT7	0.720051596684598	1.8234301970041e-13	0.654297678913366	Pro-B
SYNE3	0.760509891860539	3.7041011279715e-13	0.662066697686072	Pro-B
VAMP5	0.841053696918043	1.15298581270349e-12	0.64134111204567	Pro-B
SYNGR1	0.773320977301651	4.51580868275434e-10	0.633471429338392	Pro-B
SLC35E3	0.713434216586559	3.41781046208495e-08	0.634536230068541	Pro-B
SPRY1	0.739211644460568	3.04229331022232e-05	0.588859410511999	Pro-B
ID2	0.814991246610301	8.10677392070917e-05	0.605918591957623	Pro-B
SELM	1.68353002425875	1.95003936754742e-90	0.857787660168154	Plasma
LAX1	0.839185024813133	1.03565745232754e-84	0.795815434886368	Plasma
SCNN1B	0.811142051890885	1.05423185033214e-84	0.745988912141572	Plasma
TNFRSF13B	1.03393010174727	3.14778955288483e-82	0.848804016595073	Plasma
SPAG4	1.10807626926829	3.1727583948919e-82	0.78251551198737	Plasma
LY96	0.929361144918567	1.41122560835033e-80	0.787607390681793	Plasma
S100A11	1.16441290345745	3.34353388283447e-80	0.846770936593604	Plasma
CAV1	1.15417720132682	1.07106895463732e-78	0.771932481550832	Plasma
CD27	1.43992805129021	5.70398388292231e-75	0.8386822153688	Plasma
PARM1	0.994358753987139	1.0363522170375e-73	0.798220251863274	Plasma
SDC1	1.80751158622076	2.51094228628811e-73	0.811088776296949	Plasma
TNFRSF17	1.62276348788912	1.28374364534963e-72	0.811231046003598	Plasma
SLAMF7	1.91031158565548	8.87793436628734e-71	0.822231706869332	Plasma
KDELR3	0.756853275342844	4.31366373793192e-70	0.689592741491354	Plasma
PRDM1	0.789908921888006	9.7301695541327e-70	0.765562470169255	Plasma
FKBP11	2.55894246919658	2.60873098630364e-68	0.845169255057459	Plasma
LGALS1	1.59850937526211	3.59107049116635e-67	0.861282446671807	Plasma
SEC11C	2.45351105075833	1.45481270427365e-65	0.88486479788523	Plasma
BHLHE41	0.942161436688387	3.42172721235525e-64	0.761480247457503	Plasma
MEI1	1.11020359327101	3.77386191194127e-64	0.822830616440871	Plasma
ZBTB38	1.26293585908299	9.71047489374462e-64	0.818603829349782	Plasma
ARSA	0.823103523454574	1.90765422952446e-63	0.802272643830084	Plasma
B2M	0.714001155398081	7.87540648309386e-63	0.909456805081323	Plasma
CHID1	0.910594755203101	3.28515344378767e-62	0.789174652127621	Plasma
FNDC3B	1.02308292939071	3.82391627281357e-62	0.772093108638984	Plasma
TXNDC5	1.40754992055653	4.99611962113719e-60	0.813778132687153	Plasma
FTL	0.945347638157826	1.00659654499952e-59	0.899575944487278	Plasma
CTHRC1	0.787098074325637	4.70756731831444e-59	0.674544278004185	Plasma
LMNA	0.758878543410174	2.40728492459651e-57	0.751661343026031	Plasma
CD63	1.85233130100991	5.56869150589971e-56	0.837748283584829	Plasma
HERPUD1	1.51407668565693	1.04136879620323e-55	0.885725300143188	Plasma
DERL3	2.45046064822949	4.17826396009439e-55	0.823241362852003	Plasma
PRDX4	2.29717434240153	1.81959118333947e-54	0.817435840951647	Plasma
SELK	1.4259703729542	5.52631225656206e-54	0.87467415647832	Plasma
TRAM2	0.800460412623453	1.38447392682248e-53	0.761356335132357	Plasma
SRPRB	0.971278226163848	1.76099746314078e-53	0.779688475235892	Plasma
SRGN	1.36985485218435	1.89152784578186e-53	0.841975070675919	Plasma
KRTCAP2	1.4983286207612	2.96804243963953e-53	0.861043800712266	Plasma
CRELD2	1.1812651194516	3.77793901796314e-53	0.797270257370489	Plasma
TIMP1	1.18421667754204	6.32282206531981e-53	0.733437052538826	Plasma
MANEA	0.706518889622773	7.6892361318976e-53	0.751310258104784	Plasma
VIMP	1.57099494214116	2.83897865570553e-52	0.82615559716562	Plasma
MDK	0.870257715572677	3.34096991429117e-52	0.731004699489665	Plasma
TXNDC15	0.919036455809125	3.70603671029922e-52	0.778183169952638	Plasma
LMAN1	1.45380505449719	5.18179480293381e-52	0.817178837610603	Plasma
FAM46C	1.04268048482335	1.31960395399734e-51	0.819009986415538	Plasma
MYDGF	1.70907178574594	1.35137120901196e-51	0.82919833314976	Plasma
PDK1	0.936466134712405	6.2567556249453e-51	0.800175312993355	Plasma
DNAJB9	1.13270711650355	1.22902292361651e-50	0.81446653449352	Plasma
ABCB9	0.776665708644683	2.14855878635919e-50	0.706942761684473	Plasma
KDELR2	1.27809825631519	2.18894491859156e-50	0.828062470169255	Plasma
SIL1	1.04514293844554	3.64542931617567e-50	0.784000165216434	Plasma
RPN1	1.06384928019267	7.10474712073718e-50	0.814214120497852	Plasma
SPCS1	1.67854608051973	8.8122263957269e-50	0.856892737819877	Plasma
SDF2L1	1.19114307777496	2.733923781735e-49	0.792070529059735	Plasma
SEC61A1	0.91626171240845	8.51882612678586e-49	0.788064030546683	Plasma
P4HB	1.30927984365731	4.31262142324293e-48	0.823936648676433	Plasma
ELL2	1.07784572940556	1.20018332873656e-47	0.778398869185299	Plasma
FKBP2	1.88106268690833	1.77376291330024e-47	0.823424936667034	Plasma
PDIA4	1.18901121845139	2.4321934998115e-47	0.805611392590961	Plasma
LMAN2	1.40181934338226	3.39333039137495e-47	0.82145151815545	Plasma
SSR3	1.63142541926418	5.60035154716096e-47	0.821144032015273	Plasma
HLA-C	0.908772740451933	7.40671610054439e-47	0.855747696148621	Plasma
SEL1L	1.0379071210311	9.12680295684118e-46	0.795244061387084	Plasma
DDOST	1.09198271412609	1.0934247071684e-45	0.812972702573705	Plasma
SPATS2	1.01562271099094	5.21863104619152e-45	0.775089951169365	Plasma
DERL1	0.918852550866212	8.39547495425196e-45	0.806747255571465	Plasma
NEU1	0.752329993476699	2.23435216179876e-44	0.752111098872857	Plasma
DNAJC1	1.05377931508233	3.00759587896981e-44	0.790177424092227	Plasma
PHPT1	0.920423575396517	5.42419472439294e-44	0.775122076586996	Plasma
MANF	0.899067251321122	5.4712827964405e-44	0.751647574989903	Plasma
HM13	1.18663630013317	7.34653998876842e-44	0.817252267136616	Plasma
PSAP	1.59062650058385	8.05849198206772e-44	0.834317747916437	Plasma
VKORC1	0.712784497899082	1.00852100471004e-43	0.740165032859713	Plasma
SUB1	1.05137060847587	1.82194170847737e-43	0.843200425891251	Plasma
RPN2	1.16061983165702	1.97675929164092e-43	0.817169658919852	Plasma
GSTP1	1.37166380521985	2.13251596925044e-43	0.822663105334655	Plasma
PDIA6	0.985834598502889	5.67679462576811e-43	0.77494309211734	Plasma
ISCU	0.973753617446682	6.30704370442226e-43	0.828406671072438	Plasma
TMBIM6	1.26459796220726	1.4074975929381e-42	0.837991518889746	Plasma
LMO4	0.901160107653338	1.74719754507943e-42	0.79487920842971	Plasma
DNPH1	0.781280227915384	1.9699653589263e-42	0.76103737562874	Plasma
NPC2	1.5199068179544	7.1805229091482e-42	0.822064195763116	Plasma
TRIB1	1.07297794631628	8.64423214298309e-42	0.76373132136432	Plasma
SPCS3	1.38974336143702	3.17868865544327e-41	0.807325513088813	Plasma
TMED2	0.98312380410786	4.28535477646974e-41	0.803344255975328	Plasma
UBC	0.89722221402717	5.69240354429441e-41	0.833819803943166	Plasma
ANKRD28	1.00009796798895	6.15533057165001e-41	0.771813158571061	Plasma
ERLEC1	1.23908392869542	9.21608005629925e-41	0.794314718948489	Plasma
AIM2	0.71723290770582	4.48655709824699e-40	0.73502955538422	Plasma
SPCS2	1.24848165632007	5.33273852540404e-40	0.818764456437934	Plasma
TMEM59	1.4651218518767	9.80274360936809e-40	0.820788357748651	Plasma
HSPA1B	0.709957116152828	1.86909345385736e-39	0.704202922495135	Plasma
CITED2	0.924184665769465	2.13955273731706e-39	0.749114256342475	Plasma
SSR4	2.65552831941359	2.2400792163589e-39	0.824104159782649	Plasma
FOXO3	0.785117485534332	2.61111102707844e-39	0.75130337408672	Plasma
SEC61B	1.17701455100503	3.6542568577687e-39	0.821869148584646	Plasma
TXNDC11	0.743397493558421	4.36634573822001e-39	0.765548702133128	Plasma
CLPTM1L	0.998042962028647	5.50055515010334e-39	0.775590189815325	Plasma
QPCT	0.78563219000196	7.07836606454048e-39	0.654876638396299	Plasma
KDELR1	0.876949560794183	8.61913132006008e-39	0.769596504754562	Plasma
ATRAID	0.820950861890483	1.28002161185852e-38	0.787999779711422	Plasma
ITM2C	1.4985495552126	1.52175461525727e-38	0.795230293350956	Plasma
DSTN	0.870053943896578	2.91790119821105e-38	0.76931655468664	Plasma
DAD1	1.14485352075463	3.38878307912061e-38	0.817839703344715	Plasma
TMED10	1.13050351836763	5.11758789479216e-38	0.796026544773653	Plasma
C4orf48	0.789385024417383	1.10194108060246e-37	0.760828560414143	Plasma
HSPA5	1.3244681008959	1.30181363029724e-37	0.810905202481918	Plasma
SURF4	0.766303249746697	1.43631119408946e-37	0.757035466461064	Plasma
HSP90B1	1.89028581960033	6.01853221495055e-37	0.816811689980541	Plasma
C12orf45	1.03631140622576	9.83596625672741e-37	0.737370121525866	Plasma
NANS	0.760326316522129	1.17949308678264e-36	0.74946763593641	Plasma
ARF4	0.999436342617041	1.41121169243796e-36	0.79269468003084	Plasma
RASGRP3	0.759356585561322	2.68034042375892e-36	0.773667254102875	Plasma
OST4	0.939657287612742	3.23614319261791e-36	0.814576678782538	Plasma
CUTA	0.997521461361728	3.81493405314215e-36	0.804900044057716	Plasma
HDLBP	1.28474230941012	4.01720010465157e-36	0.770197708998788	Plasma
TMEM205	1.00835856497351	1.1712435737872e-35	0.776636560561001	Plasma
CREB3L2	0.954853265804583	1.31261742809033e-35	0.760213588133789	Plasma
SERP1	1.23118421320184	1.52969347927151e-35	0.806090979182729	Plasma
DNAJC3	0.933235432671522	1.5458608651497e-35	0.759091493189411	Plasma
PIM2	0.990165189942558	6.68839238762893e-35	0.80129970261042	Plasma
EMP3	0.826484931532707	2.07969167401282e-34	0.791769926937622	Plasma
CFLAR	0.915698907383754	2.32361891917526e-34	0.794571722289533	Plasma
TMEM258	1.4870800034067	4.89782623228324e-34	0.801765521166061	Plasma
JUN	1.13046257238997	6.3492795955798e-34	0.805462238866248	Plasma
IFI27L2	0.757654074078018	7.05244443675311e-34	0.743903054668282	Plasma
MIF	0.794728436804395	1.80478301736414e-33	0.793786944230275	Plasma
RPL36AL	0.855618695849309	2.77520921308789e-33	0.802405734845982	Plasma
SEC14L1	0.852837955939021	2.97923888782131e-33	0.75752882108896	Plasma
S100A6	1.00752139419094	2.88169805433773e-32	0.792598303777949	Plasma
CYBA	0.995386912986867	9.76283719668767e-32	0.789729962918089	Plasma
XBP1	1.95225530105032	2.33111293760837e-31	0.780376877042259	Plasma
GORASP2	0.781650619659472	3.42991216245058e-31	0.740220105004222	Plasma
CNPY2	0.737820243656747	4.19664918952478e-31	0.767191687777655	Plasma
HSPB1	0.900490763589065	7.64812567220093e-31	0.768405569629548	Plasma
SRPRA	0.833672687578213	1.05274723797327e-30	0.762324687006645	Plasma
ATF3	0.743421102836498	1.41921852341128e-30	0.69773424018798	Plasma
UFM1	0.850195386862738	1.49660495207729e-30	0.775255167602893	Plasma
RABAC1	1.11131541257639	1.75570635891935e-30	0.777228586114477	Plasma
HAX1	0.795584743244174	4.5896670323107e-30	0.760647281271799	Plasma
COPE	0.773495644829924	2.3047390452102e-29	0.781278683408599	Plasma
NUCB2	1.47799375570902	4.28832050097584e-29	0.76023424018798	Plasma
DPP7	0.717542239350414	7.13920157647671e-29	0.752207475125748	Plasma
CD59	0.857702892518937	9.87849308250115e-29	0.733609152990417	Plasma
ERGIC3	0.893278421577854	1.4261807254114e-28	0.764736388001615	Plasma
LGALS3	0.723708592816689	2.11344318048298e-28	0.701690255901898	Plasma
TMEM208	0.721818411844421	5.46647264692167e-28	0.723629621470793	Plasma
KLF6	0.966905073106871	9.98434861748769e-28	0.77805007893674	Plasma
HSPA1A	1.00053754739163	1.46280114374795e-27	0.68822741124206	Plasma
CST3	1.15692670578564	1.73861980938029e-27	0.700375408451739	Plasma
SSR2	0.905224978649369	4.11068161471857e-27	0.766443624481404	Plasma
RRBP1	0.998530818536981	5.21731614916099e-27	0.724804493886992	Plasma
ATOX1	0.736631631466352	5.30387936804612e-27	0.728918842016375	Plasma
UQCRQ	0.840327791542458	3.81369449186781e-26	0.76983744538679	Plasma
PECAM1	0.832643723510147	3.92601868727378e-26	0.741803429158865	Plasma
SSR1	0.700721476394109	4.77960115283036e-26	0.749878382347542	Plasma
MCL1	0.739975921110028	7.91594502856391e-26	0.754488379777509	Plasma
CALR	0.762436368071165	1.55287798320302e-25	0.763013088813012	Plasma
MZB1	1.78254094204953	2.13858677535365e-25	0.766090244887469	Plasma
PDIA3	0.726956401400355	2.15566560909048e-25	0.759880860594045	Plasma
OSTC	0.861752544269144	6.10266782090886e-25	0.740316481257113	Plasma
SEC61G	0.916050665957193	8.19076968699322e-25	0.76019064140691	Plasma
SEC62	0.762220541162942	1.3664649143301e-23	0.758492583617873	Plasma
ATF4	0.722179532380847	1.92229730873811e-23	0.754977145060029	Plasma
UBE2J1	0.946786547845684	5.94224417824202e-23	0.747407019862687	Plasma
JCHAIN	2.76111815341154	2.06245311667857e-21	0.738476153761428	Plasma
ITM2B	1.01550248498868	5.5887283178279e-20	0.738522047215185	Plasma
VIM	0.775049943152018	5.97405360159432e-20	0.736720729155193	Plasma
REEP5	0.748194902898551	9.05349874174843e-20	0.723822373976576	Plasma
FOSB	0.848192944575169	1.68039781761128e-19	0.732627033080002	Plasma
PLPP5	0.721263256734647	1.12603818507807e-18	0.723960054337849	Plasma
RGS1	0.947144625265112	8.72357326544486e-18	0.696387267320189	Plasma
MTDH	0.74781540201951	8.78696003384074e-18	0.726231780298858	Plasma
TSC22D3	0.783484582513968	9.98658952457243e-18	0.726865109960715	Plasma
S100A4	0.763732469092414	4.48366482259178e-13	0.694067353232735	Plasma
FOS	1.06445130570261	3.50304857015438e-12	0.694097183977677	Plasma
ITGB1	0.911360074675515	7.28653742579915e-06	0.630895014135184	Plasma
IGLL5	2.18720413637479	0.000165353229701931	0.630461320997173	Plasma
KIAA0101	1.49420668342661	3.66166883625797e-71	0.856452196776283	Cycling Pre-B
TK1	1.02894059100572	2.74351732283107e-66	0.745863182562969	Cycling Pre-B
TPX2	1.06541265279069	2.89678509804062e-65	0.741683496551461	Cycling Pre-B
CCNB2	1.10948602056409	8.6254607177377e-61	0.764139484814998	Cycling Pre-B
CDCA8	0.703250637271972	8.12010387649427e-60	0.698814922074458	Cycling Pre-B
CENPF	1.92869264762764	1.0030282195153e-58	0.817699005449072	Cycling Pre-B
ZWINT	0.890643161637503	3.20550005860805e-58	0.762679571695309	Cycling Pre-B
HJURP	0.841088818548459	3.94134406680118e-58	0.712027969363259	Cycling Pre-B
RRM2	1.23017764035888	5.81489987155028e-58	0.768057196204702	Cycling Pre-B
C21orf58	1.24304222868494	5.76764289815359e-57	0.759512060358953	Cycling Pre-B
TOP2A	1.83544996137162	2.50060020846706e-56	0.811130587204207	Cycling Pre-B
KIF15	0.728750850251432	1.23288826588038e-53	0.710475174332203	Cycling Pre-B
UBE2T	0.977338936919022	1.58535729552756e-53	0.750188145410205	Cycling Pre-B
DLGAP5	0.798783571665845	2.9144193009836e-53	0.718105780589109	Cycling Pre-B
TYMS	1.42654773483978	7.50483810629482e-53	0.765616069046984	Cycling Pre-B
CDK1	0.722055087882229	1.59696953029844e-52	0.719301337499524	Cycling Pre-B
CCNB1	0.846010241284517	1.88455910210826e-52	0.756697023968296	Cycling Pre-B
NUF2	0.785551969466831	4.56439741355957e-52	0.712513813207331	Cycling Pre-B
MAD2L1	0.739046554705889	1.84542917797976e-49	0.756256430286172	Cycling Pre-B
BIRC5	1.21249936325081	5.95260887824174e-49	0.761603094158442	Cycling Pre-B
CENPW	0.893518518583123	1.40810174671509e-48	0.753708131692261	Cycling Pre-B
CENPU	1.08075510337715	3.24935729698861e-47	0.769957703006516	Cycling Pre-B
CKAP2L	0.813663947694787	4.81189064790433e-47	0.692179819380406	Cycling Pre-B
HMGB2	2.08759333866418	2.94304759145907e-46	0.857314331440765	Cycling Pre-B
AURKB	1.4743768672875	5.00819101753604e-46	0.740078306596045	Cycling Pre-B
MKI67	1.6409237799207	5.76549047938056e-46	0.754858438440727	Cycling Pre-B
CDKN3	1.03760830298023	2.67007496520902e-44	0.723857314331441	Cycling Pre-B
CLSPN	1.12559435397507	7.36071510480842e-44	0.719949129291621	Cycling Pre-B
HMMR	1.06826682812265	4.56917061478025e-43	0.700472506954235	Cycling Pre-B
CASC5	0.782468246964579	5.32647290397625e-43	0.718303452349198	Cycling Pre-B
ESCO2	1.00476729209087	1.80684752138721e-42	0.706450291506306	Cycling Pre-B
GTSE1	1.15531430806351	3.51748167247346e-42	0.710961018176276	Cycling Pre-B
NUSAP1	2.08351075435875	8.02583651453323e-42	0.787643371565751	Cycling Pre-B
NDC80	0.729706476006022	2.08221951001496e-41	0.691555843463019	Cycling Pre-B
ASF1B	0.765020287656197	3.04264861441301e-41	0.695011526883359	Cycling Pre-B
UBE2C	1.50837588106066	3.47944034598186e-41	0.744069847197348	Cycling Pre-B
CENPM	0.736729905642108	1.01526032421685e-40	0.729308768052433	Cycling Pre-B
CDC20	1.07604786130526	1.08721593778215e-40	0.705311892695195	Cycling Pre-B
HMGB3	0.883069331084595	8.29220907247059e-40	0.728880082307663	Cycling Pre-B
TACC3	0.888530422123944	2.47412828259015e-38	0.726784285333232	Cycling Pre-B
TUBB	1.76553054262262	2.64075557034614e-37	0.818468258202187	Cycling Pre-B
UHRF1	0.811061963377233	2.90326645692553e-37	0.719272758449872	Cycling Pre-B
BUB1	0.71216904738487	6.73277322075291e-37	0.694856723697748	Cycling Pre-B
PRC1	0.953568981722028	1.42096921326104e-36	0.735810501848112	Cycling Pre-B
ASPM	1.03717844058643	1.65074341479324e-36	0.70688850360096	Cycling Pre-B
FBXO5	0.777229886412731	3.63916999433775e-36	0.710537095606447	Cycling Pre-B
CKS1B	0.833405782424558	1.72862734946889e-35	0.747008726136494	Cycling Pre-B
HIST1H1B	1.65251267625811	5.89227385181003e-35	0.710865754677438	Cycling Pre-B
PCNA	1.07456111576004	9.51885619392886e-35	0.753855790115459	Cycling Pre-B
KIF22	0.880791134647968	1.02951810007091e-34	0.729323057577259	Cycling Pre-B
GINS2	0.725948815771831	7.97209187032838e-34	0.669690488892276	Cycling Pre-B
GMNN	0.820436222336818	3.55939083098959e-33	0.727351103151317	Cycling Pre-B
H2AFZ	1.60607527271709	1.41956242146375e-32	0.803283256487444	Cycling Pre-B
HIST1H2AJ	1.26599178497348	2.5010550087636e-32	0.67928114163777	Cycling Pre-B
CENPE	0.860714090298701	7.91597116355089e-32	0.692699005449072	Cycling Pre-B
DUT	1.14907244012165	3.86191587384434e-31	0.771829630758678	Cycling Pre-B
CKS2	1.06237366325824	4.05212399399215e-31	0.784082898296689	Cycling Pre-B
SMC2	0.812982925560947	5.20268060593967e-31	0.712651945280646	Cycling Pre-B
PTTG1	1.45814937994995	1.48678857846661e-29	0.742936211561178	Cycling Pre-B
RAN	0.899621496505228	1.84195663462226e-29	0.78920331135922	Cycling Pre-B
HELLS	0.950099501092805	1.50981849390394e-27	0.707698243341081	Cycling Pre-B
SMC4	1.00563132460529	1.69446942554853e-27	0.755775349617041	Cycling Pre-B
PPIA	0.788419484997905	7.92418953627889e-27	0.779262565255497	Cycling Pre-B
ANP32B	0.957890246764921	1.21586790521324e-26	0.772753686697405	Cycling Pre-B
HMGA1	0.750411451404992	3.02557031689641e-26	0.74649668483024	Cycling Pre-B
E2F2	0.73026263919648	3.51187697260478e-26	0.66896886788858	Cycling Pre-B
ATAD2	0.973873797585014	3.31605018936321e-25	0.733631349312198	Cycling Pre-B
HMGB1	1.30613968113504	6.49306923285256e-25	0.769981518881225	Cycling Pre-B
CKAP2	0.839032439510438	6.90107447899401e-25	0.723940669892924	Cycling Pre-B
KPNA2	0.71380726291409	6.53690925295336e-24	0.719460903860077	Cycling Pre-B
H2AFV	0.878823634836941	4.98418901255397e-23	0.742669473764432	Cycling Pre-B
MAD2L2	0.773571446793282	6.49738926102452e-23	0.713314026597569	Cycling Pre-B
TUBB4B	1.23631325352168	6.70474032664552e-23	0.73479594558549	Cycling Pre-B
GAPDH	1.2638880104916	7.74565087671025e-23	0.757706817055977	Cycling Pre-B
H2AFY	1.10066333163369	1.78316448775775e-22	0.742736158213619	Cycling Pre-B
DEK	0.93255554485917	2.77977965517073e-21	0.744636665015433	Cycling Pre-B
STMN1	1.56602546683621	4.31619561289654e-21	0.746365697519338	Cycling Pre-B
LDHB	0.79361098112056	1.08947400456426e-20	0.741035704759364	Cycling Pre-B
MCM7	0.928763543934747	2.49896031955039e-20	0.72251886217277	Cycling Pre-B
IDH2	0.733580691937118	3.49988872720718e-20	0.728117974316961	Cycling Pre-B
TMPO	0.898800032900153	3.59363606395234e-20	0.732550108600389	Cycling Pre-B
HIST1H2AM	1.90683298694139	5.92743832642421e-20	0.70166806386465	Cycling Pre-B
SIVA1	0.771788975219353	1.33410756553244e-19	0.725884045269215	Cycling Pre-B
GYPB	0.814016417945851	2.12284563664678e-19	0.667689955416683	Cycling Pre-B
RPA3	0.719615841108639	6.5870525399056e-19	0.715409823572	Cycling Pre-B
HBD	1.50490662167286	2.99057008048715e-18	0.71147544107	Cycling Pre-B
HIST1H4C	1.93820343536171	3.72416794636597e-18	0.734410128415196	Cycling Pre-B
CALM2	0.813645635816407	6.44906540533849e-18	0.732902583546089	Cycling Pre-B
AHSP	1.40456461167107	7.76438265157218e-18	0.702715962351865	Cycling Pre-B
HMGN2	1.32159652076691	1.1630232643346e-17	0.729487387112754	Cycling Pre-B
CBX5	0.762123585565604	9.18902195311348e-17	0.71467867621842	Cycling Pre-B
NASP	0.743071141027928	5.20543400226189e-16	0.713030617688526	Cycling Pre-B
HBA1	1.87686096210708	8.93372356827989e-16	0.707445795069161	Cycling Pre-B
